,ID,nombre,ID_host,host_nombre,host_desde,descripción,tiempo_respuesta,tasa_respuesta,tasa_aceptación_host,superhost,host_vecindario,host_listados,host_contacto,host_foto_perfil,host_identidad_verif,vecindario,grupo_vecindario,tipo_propiedad,tipo_habitación,alojados,baños,recámaras,camas,amenidades,precio,min_noches,max_noches,min_min_noches,max_max_noches,prom_min_noches,prom_max_noches,disponibilidad_30,disponibilidad_60,disponibilidad_90,disponibilidad_365,num_reviews,primer_review,ly_reviews,ocupación_estimada_365,ganancia_estimada_365,calificación_general,cal_precisión,cal_limpieza,cal_check-in,cal_comunicación,cal_ubicación,cal_valor,agendado_instante,reviews_mes,licencia
11778,47709144,Jungle Penthouse,225071,Barbara,2010-09-05,"This unique romantic eco-spa treehouse style getaway, was voted #1 Big Island Hawaii Bed and Breakfast by readers of West Hawaii Today.",within a day,100%,100%,f,,5.0,"['email', 'phone']",t,t,South Kona,Hawaii,Entire rental unit,Entire home/apt,2,0.5,3.0,3.0,"[""Coffee maker"", ""Hair dryer"", ""Wifi"", ""Cleaning available during stay"", ""Private entrance"", ""Refrigerator"", ""Essentials"", ""Hot water"", ""Kitchen"", ""Iron"", ""Dishes and silverware"", ""First aid kit"", ""Cooking basics"", ""Patio or balcony"", ""Fire extinguisher"", ""Backyard"", ""Shampoo"", ""Bed linens"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hangers"", ""Smoke alarm""]",$270.00,1,365,1,365,1.0,365.0,24,54,84,346,1,2024-01-22,1,0,0.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,t,0.07,
11780,47714564,Aloha! Beautiful  1 BR Condo in Hawaii Sleeps 4,372514865,Ani,2020-10-19,"Nearby Pu‘uhonua o Hōnaunau, an ancient sanctuary whose name means ""the place of refuge,"" could easily describe this resort. Oceanfront, modern, and conveniently tucked outside Kailua-Kona, tranquility reigns. It’s the ideal home-base for all of your island adventures.",within a day,80%,66%,f,Smith Bay,309.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire condo,Entire home/apt,4,,2.0,,"[""Clothing storage"", ""Garden view"", ""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""Dishes and silverware"", ""Stove"", ""Kitchen"", ""Resort view"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Dryer"", ""Coffee maker"", ""Fire extinguisher"", ""Hair dryer"", ""Mountain view"", ""Extra pillows and blankets"", ""Refrigerator"", ""Sun loungers"", ""Dishwasher"", ""Essentials"", ""Carbon monoxide alarm"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Iron"", ""Freezer"", ""Shared pool"", ""Heating"", ""Microwave"", ""Shared hot tub"", ""Toaster"", ""Golf course view"", ""TV"", ""Hangers"", ""Coffee"", ""Oven"", ""Baking sheet"", ""First aid kit"", ""Outdoor playground"", ""Shampoo""]",,3,10,3,10,3.0,10.0,0,0,0,0,1,2023-01-16,0,0,,5.0,5.0,5.0,5.0,5.0,5.0,4.0,f,0.04,
11793,47716036,Aloha! Gorgeous 1 BR Condo Sleeps 2- Up to 4,372514865,Ani,2020-10-19,"Nestled along the scenic Kona coastline of Hawaii’s Big Island, this resort is just a few miles away from pristine Keauhou Bay, the Hulihee Palace, and two historic national parks. Get ready for panoramic views of sapphire blue waters and endless activities like snorkeling, volleyball, and tennis.",within a day,80%,66%,f,Smith Bay,309.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire condo,Entire home/apt,4,,1.0,,"[""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""Hot tub"", ""Kitchen"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Dryer"", ""Fire extinguisher"", ""Gym"", ""Hair dryer"", ""Air conditioning"", ""Essentials"", ""Carbon monoxide alarm"", ""Iron"", ""Heating"", ""TV"", ""Hangers"", ""Pool"", ""First aid kit"", ""Shampoo""]",,3,10,3,10,3.0,10.0,0,0,0,0,0,,0,0,,,,,,,,,f,,
11808,47729402,1 Bedroom Presidential Condo - Royal Garden,225597185,Alan,2018-11-13,"Located along the Ala Wai canal, the resort boasts European-style gardens blended with the tropical appeal of Oahu. The outdoor pool, garden, media lounge, and sauna bring tranquility, while bustling Honolulu adventures abound beyond the grounds. Come find your piece of paradise. *Please read rules section for important info!",within a day,85%,39%,f,Pennington Bend,93.0,"['email', 'phone']",t,t,Primary Urban Center,Honolulu,Entire condo,Entire home/apt,4,1.0,1.0,2.0,"[""Washer"", ""Essentials"", ""Heating"", ""TV"", ""Carbon monoxide alarm"", ""Hangers"", ""Air conditioning"", ""Smoke alarm"", ""Kitchen"", ""Shampoo"", ""Dryer"", ""Pool"", ""Wifi"", ""Gym"", ""Iron"", ""Hot tub""]",$399.00,3,10,3,10,3.0,10.0,27,57,87,87,2,2021-02-22,0,0,0.0,5.0,3.5,5.0,5.0,4.5,5.0,4.5,f,0.04,Exempt
11815,47582414,Award Winning Jungle Aloha Suite: Ala Kai B&B,382736246,Erich And Suzy,2021-01-02,"Have you ever wanted see the raw force and power of a volcanic eruption, the splendor of a pristine Hawaiian black sand beach or stunning waterfalls? Maybe you’ve dreamed of listening to the sounds of the rainforest with the surf in the background at night. Well dreams do come true. Join us for an authentic Hawaiian vacation that you will never forget.",within a day,100%,100%,f,,3.0,"['email', 'phone']",t,t,Puna,Hawaii,Private room in bed and breakfast,Private room,5,1.0,2.0,2.0,"[""Garden view"", ""Crib"", ""Wifi"", ""Private entrance"", ""Breakfast"", ""Free parking on premises"", ""Shower gel"", ""Smoke alarm"", ""Washer"", ""Dryer"", ""Fire extinguisher"", ""Waterfront"", ""Hammock"", ""Outdoor dining area"", ""Hair dryer"", ""Kirkland conditioner"", ""Extra pillows and blankets"", ""Air conditioning"", ""Mini fridge"", ""Hot water"", ""Essentials"", ""Ocean view"", ""Bed linens"", ""Iron"", ""Kirkland body soap"", ""Freezer"", ""Coffee maker: drip coffee maker"", ""Microwave"", ""Private backyard \u2013 Not fully fenced"", ""Outdoor furniture"", ""Building staff"", ""Self check-in"", ""TV"", ""Cleaning products"", ""Hangers"", ""Portable fans"", ""Clothing storage: wardrobe"", ""Shared patio or balcony"", ""Coffee"", ""Pool"", ""First aid kit"", ""Ceiling fan"", ""Wine glasses"", ""Shampoo""]",$319.00,3,28,2,1125,2.0,1125.0,24,49,79,343,3,2021-07-06,0,0,0.0,5.0,4.67,4.67,5.0,5.0,5.0,5.0,t,0.07,TA-081-449-6256-01
11870,47782488,"Waikoloa Fairway Villas C-2.  1st Floor ""Quiet""!",385112800,David,2021-01-18,"2 Bed/2 Bath 1170SF Golf Villa - Ground Floor with Mauna Kea view.<br />Discount opportunity for monthly rental starting Feb 22nd 2025.<br />Tucked away in the quiet enclave of Fairway Villas within Wāikoloa Beach Resort, Villa #C2 offers privacy, comfort and serenity. Enjoy your morning coffee while watching the sun rise over Mauna Kea from your private lanai (covered porch). In the evening drinks or dinner here will be enhanced by moonlight. A heated infinity pool, hot tub and a covered gym.",within a day,100%,92%,t,,1.0,"['email', 'phone']",t,t,South Kohala,Hawaii,Entire condo,Entire home/apt,2,2.0,2.0,2.0,"[""Coffee maker"", ""Paid parking off premises"", ""Freezer"", ""Hair dryer"", ""Bathtub"", ""Dining table"", ""Dishwasher"", ""Wifi"", ""BBQ grill"", ""Shared pool"", ""Private entrance"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Wine glasses"", ""Hot water"", ""Shared hot tub"", ""Generic conditioner"", ""Barbecue utensils"", ""Kitchen"", ""Whirlpool  refrigerator"", ""Toaster"", ""Cleaning products"", ""Microwave"", ""Drying rack for clothing"", ""Outdoor dining area"", ""Elevator"", ""Single level home"", ""Iron"", ""Clothing storage"", ""Dishes and silverware"", ""Private patio or balcony"", ""TV with standard cable"", ""Shared backyard"", ""Smart lock"", ""Long term stays allowed"", ""Cooking basics"", ""Air conditioning"", ""Free washer \u2013 In unit"", ""Fire extinguisher"", ""Shampoo"", ""GE stainless steel electric stove"", ""Generic body soap"", ""Ceiling fan"", ""GE stainless steel oven"", ""Baking sheet"", ""Rice maker"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Hangers"", ""Smoke alarm"", ""Dryer"", ""Gym"", ""Ethernet connection"", ""Beach essentials"", ""Room-darkening shades"", ""Self check-in""]",$277.00,4,31,4,1125,4.0,1109.6,0,0,0,0,79,2021-03-05,16,152,42104.0,4.97,4.97,4.91,4.96,4.99,4.97,4.87,f,1.61,TA-142-194-4832-01
11955,47960870,1937 Plantation Style Beach House- Steps to Beach,198203521,RedAwning,2018-06-26,"One of the original homes on Kailua Beach, this Renovated 1937 five bedroom Cottage is just one house from the middle of Kailua Beach, the #1 Beach in the world.  Nestled between a park and a rarely used club with only one beachfront neighbor,  this quiet  and serene gated home has private beach access as well as a salt water pool and hot tub, and giant doors that open the entire center of the house to the huge lanai.",within a day,100%,100%,f,Truckee,3.0,"['email', 'phone']",t,t,Koolaupoko,Honolulu,Entire home,Entire home/apt,10,,5.0,,"[""Coffee maker"", ""Freezer"", ""Hair dryer"", ""Bathtub"", ""65 inch HDTV with Amazon Prime Video, HBO Max, Roku, Hulu, Apple TV, Netflix, Disney+"", ""Dining table"", ""Dishwasher"", ""Board games"", ""Wifi"", ""BBQ grill"", ""Private entrance"", ""Refrigerator"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Hot water"", ""Kitchen"", ""Toaster"", ""Microwave"", ""Iron"", ""Dishes and silverware"", ""Lockbox"", ""Washer"", ""Oven"", ""Long term stays allowed"", ""Cooking basics"", ""Dedicated workspace"", ""Patio or balcony"", ""Air conditioning"", ""Fire extinguisher"", ""Backyard"", ""Shampoo"", ""Blender"", ""Ceiling fan"", ""Private hot tub"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Private pool"", ""Smoke alarm"", ""Dryer"", ""Self check-in""]",,30,365,30,365,30.0,262.4,0,28,58,255,3,2023-07-08,0,0,,5.0,5.0,5.0,5.0,5.0,5.0,4.67,t,0.15,"430160220000, TA-045-319-8848-01"
11960,47892543,Hale Log Cabins* Beachfront* North Shore Oahu,71728481,Alexandra,2016-05-12,"CONTACT HOST<br /><br />Make some memories at this unique beachfront property!<br />*This property is rented exclusively to each guest for 30 days.<br />This whole home is available, the upstairs, the studio, and/or the entire thing. <br />We are also able to just rent the studio for a couple, the upstairs for a family of six, or obviously the entire home for a family of nine or people who just want a lot of space. All entirely based on your needs for the month. <br />Please let us know your needs in in the inquire.",within a day,100%,92%,t,North Shore,3.0,"['email', 'phone']",t,t,North Shore Oahu,Honolulu,Entire home,Entire home/apt,6,2.0,3.0,4.0,"[""Free washer \u2013 In building"", ""Conditioner"", ""Coffee maker: drip coffee maker"", ""Freezer"", ""Hair dryer"", ""Bathtub"", ""Garden view"", ""Safe"", ""Dishwasher"", ""Dining table"", ""Outdoor furniture"", ""Wifi"", ""BBQ grill"", ""Private entrance"", ""Refrigerator"", ""Sea view"", ""Essentials"", ""Wine glasses"", ""Mountain view"", ""Hot water"", ""Outdoor shower"", ""Barbecue utensils"", ""Kitchen"", ""Toaster"", ""Cleaning products"", ""Body soap"", ""Microwave"", ""Ocean view"", ""Outdoor dining area"", ""Paid parking garage on premises \u2013 2 spaces"", ""Beach view"", ""Private patio or balcony"", ""Dishes and silverware"", ""Waterfront"", ""Oven"", ""Beach essentials"", ""Long term stays allowed"", ""Cooking basics"", ""Books and reading material"", ""Stove"", ""Private beach access \u2013 Beachfront"", ""Shampoo"", ""HDTV"", ""Blender"", ""Private backyard \u2013 Not fully fenced"", ""Ceiling fan"", ""Baking sheet"", ""Clothing storage: closet"", ""Exterior security cameras on property"", ""Rice maker"", ""Bed linens"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hot water kettle"", ""Private hot tub - available seasonally, open specific hours"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Dryer"", ""Trash compactor"", ""Coffee""]",$899.00,30,90,30,90,30.0,90.0,29,59,89,178,19,2023-06-17,13,255,229245.0,4.84,4.79,4.89,4.95,5.0,5.0,4.68,f,0.91,"590030040001, TA-045-924-4544-01"
11998,47995428,2 Bedroom Condo @ Wyndham Paniolo Greens,234194182,Chris,2019-01-03,"This resort is a lush, tropical retreat in the heart of Hawaii's Big Island featuring spacious suites with private lanais. There’s plenty to do on-site, including a swimming pool, spa, tennis court, and scenic barbecue areas. And the best part? Championship golf and white-sand beaches are just minutes away.<br /><br />Pictures used are stock photos. May not be exact room.  Must be 21 years old to check in. Resort may charge taxes and/or deposit at check in.",within a day,97%,27%,t,Downtown,407.0,"['email', 'phone']",t,t,South Kohala,Hawaii,Entire serviced apartment,Entire home/apt,6,2.0,2.0,3.0,"[""Coffee maker"", ""Heating"", ""Conditioner"", ""Freezer"", ""Hair dryer"", ""Dining table"", ""Dishwasher"", ""Pool"", ""Wifi"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Refrigerator"", ""Essentials"", ""Luggage dropoff allowed"", ""Wine glasses"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Toaster"", ""Body soap"", ""Microwave"", ""Iron"", ""Clothing storage"", ""Dishes and silverware"", ""Washer"", ""Oven"", ""TV"", ""Long term stays allowed"", ""Cooking basics"", ""Patio or balcony"", ""Air conditioning"", ""Fire extinguisher"", ""Stove"", ""Shampoo"", ""Blender"", ""Free resort access"", ""Ceiling fan"", ""Baking sheet"", ""Bed linens"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Extra pillows and blankets"", ""Hangers"", ""Smoke alarm"", ""Dryer"", ""Gym"", ""Coffee"", ""Room-darkening shades"", ""Self check-in""]",$237.00,3,14,3,14,3.0,14.0,30,60,90,269,12,2021-04-17,0,6,1422.0,4.92,4.75,4.83,4.83,4.92,4.5,4.75,f,0.25,
12015,47920166,2 BR Deluxe @ Wyndham Mauna Loa Village,234194182,Chris,2019-01-03,"If sunset cocktails, pools, and plenty of tennis sound like your style, you’ve found your spot. Located in Kailua-Kona next to a country club, this tranquil oasis sits away from town traffic and crowds while offering convenient access to the island’s many possibilities.<br /><br />Pictures used are stock photos. May not be exact room. Must be 21 years old to check in. Resort may charge transient tax at check in.",within a day,97%,27%,t,Downtown,407.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire serviced apartment,Entire home/apt,6,,2.0,,"[""Wifi"", ""Hot tub"", ""Kitchen"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Dryer"", ""Fire extinguisher"", ""Gym"", ""Hair dryer"", ""Long term stays allowed"", ""Air conditioning"", ""Hot water"", ""Essentials"", ""Carbon monoxide alarm"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""Heating"", ""Building staff"", ""Self check-in"", ""TV"", ""Hangers"", ""Pool"", ""Shampoo""]",,5,14,5,14,5.0,14.0,0,0,0,0,0,,0,0,,,,,,,,,t,,
12016,47920280,*2 BR Deluxe @ Wyndham Mauna Loa Village**,234194182,Chris,2019-01-03,"If sunset cocktails, pools, and plenty of tennis sound like your style, you’ve found your spot. Located in Kailua-Kona next to a country club, this tranquil oasis sits away from town traffic and crowds while offering convenient access to the island’s many possibilities.<br /><br />Pictures used are stock photos. May not be exact room. Must be 21 years old to check in. Resort collects transient tax at the resort. It’s roughly $15/day.",within a day,97%,27%,t,Downtown,407.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire serviced apartment,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Iron"", ""Washer"", ""TV"", ""Long term stays allowed"", ""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Dryer"", ""Gym"", ""Self check-in""]",$188.00,3,14,3,14,3.0,14.0,16,46,71,71,3,2023-08-25,1,6,1128.0,5.0,5.0,5.0,4.67,5.0,5.0,5.0,f,0.16,
12022,48096032,Sacred Falls Studio 30 Day Minimum,387438251,Amy,2021-02-05,"Located off the beaten path on East Oahu, and tucked snugly between the Ko'olau mountains and the sleepy shores of Punalu'u, this open concept studio offers a charming large bedroom and luxurious bathroom, where you can relax in beauty and comfort.",within a day,100%,100%,f,Koolauloa,2.0,['phone'],t,f,Koolauloa,Honolulu,Entire cottage,Entire home/apt,2,1.0,0.0,1.0,"[""Coffee maker"", ""Refrigerator"", ""Washer"", ""Essentials"", ""Conditioner"", ""Free parking on premises"", ""Hair dryer"", ""Dedicated workspace"", ""Smoke alarm"", ""Air conditioning"", ""Self check-in"", ""Keypad"", ""Shampoo"", ""Dryer"", ""Body soap"", ""Wifi"", ""Iron"", ""Private entrance""]",$180.00,30,1125,30,1125,30.0,1125.0,0,0,0,0,83,2021-04-23,5,60,10800.0,4.9,4.9,4.83,4.96,4.88,4.87,4.71,f,1.75,"530130390000, TA-154-255-2064-01"
12067,48133559,*2 Bedroom Deluxe @ Wyndham Royal Sea Cliff,234194182,Chris,2019-01-03,"Nearby Pu‘uhonua o Hōnaunau, an ancient sanctuary whose name means ""the place of refuge,"" could easily describe this resort. Oceanfront, modern, and conveniently tucked outside Kailua-Kona, tranquility reigns. It’s the ideal home-base for all of your island adventures.<br /><br />*Resort may charge resort fee/tax at check in.<br /><br />Pictures used are stock photos. May not be exact room. Must be 21 years old to check in.",within a day,97%,27%,t,Downtown,407.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire serviced apartment,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Iron"", ""Washer"", ""TV"", ""Long term stays allowed"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Dryer"", ""Self check-in""]",$261.00,6,14,6,14,6.0,14.0,30,60,89,89,2,2021-07-19,1,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.04,
12111,48057315,Sacred Falls Adorable Cottage 30 Day Minimum,387438251,Amy,2021-02-05,"Located off the beaten path on East Oahu, and tucked snugly between the Ko'olau mountains and the sleepy shores of Punalu'u, this boutique style home offers a charming three bedroom cottage, where you and yours can relax in style and comfort.",within a day,100%,100%,f,Koolauloa,2.0,['phone'],t,f,Koolauloa,Honolulu,Entire cottage,Entire home/apt,6,1.0,3.0,4.0,"[""Conditioner"", ""Hair dryer"", ""Bathtub"", ""Dishwasher"", ""Wifi"", ""Private entrance"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Hot water"", ""Outdoor shower"", ""Kitchen"", ""Cleaning products"", ""Body soap"", ""Microwave"", ""Iron"", ""Dishes and silverware"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Keypad"", ""Air conditioning"", ""Shampoo"", ""Free washer"", ""Ceiling fan"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Dryer"", ""Self check-in""]",$379.00,30,1125,30,1125,30.0,1125.0,0,0,0,0,56,2021-05-12,3,0,0.0,4.8,4.8,4.66,4.89,4.82,4.89,4.7,f,1.2,"530130390000, TA-154-255-2064-01"
12226,48266555,KRL Q101: PARADISE AT AMAZING RATES!!!!,389499544,Steve,2021-02-21,"*Our unit is unaffected by the recent fires* Greeting you will be a spacious 2 bedroom 2 bathroom unit, featuring a large living space, fully-equipped kitchen, air conditioning and a huge lanai with a walk-out lawn to relax on after taking in all the amazing sights and attractions Maui has to offer. <br /><br />Let the soothing sounds of the trade winds in the palm trees lull you to sleep while enjoying the peaceful feeling of Aloha in your Maui home-away-from-home.<br /><br />Welcome to Paradise - Enjoy your stay!",within a day,100%,0%,f,,1.0,"['email', 'phone', 'work_email']",t,t,Lahaina,Maui,Entire condo,Entire home/apt,8,2.0,2.0,4.0,"[""Garden view"", ""Beach access \u2013 Beachfront"", ""Wifi"", ""Dedicated workspace"", ""Private entrance"", ""Dishes and silverware"", ""Stove"", ""Kitchen"", ""Clothing storage: closet and dresser"", ""Smoke alarm"", ""Dining table"", ""Free resort access"", ""BBQ grill: gas"", ""Fire extinguisher"", ""Outdoor dining area"", ""Hair dryer"", ""Hot water kettle"", ""Refrigerator"", ""Extra pillows and blankets"", ""Hot water"", ""Essentials"", ""Dishwasher"", ""Ocean view"", ""Blender"", ""Bed linens"", ""Bathtub"", ""Free dryer \u2013 In unit"", ""Iron"", ""Ethernet connection"", ""Freezer"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Microwave"", ""Barbecue utensils"", ""Shared outdoor pool - available all year, heated"", ""Shared hot tub"", ""Toaster"", ""Golf course view"", ""Room-darkening shades"", ""TV"", ""Cleaning products"", ""Hangers"", ""Portable fans"", ""Paid parking lot on premises \u2013 1 space"", ""Backyard"", ""Coffee"", ""Oven"", ""Baking sheet"", ""Free washer \u2013 In unit"", ""Single level home"", ""Ceiling fan"", ""Wine glasses"", ""Private patio or balcony"", ""Central air conditioning""]",$499.00,3,1125,3,1125,3.0,1125.0,1,2,3,60,64,2021-04-23,0,0,0.0,4.95,4.89,4.91,4.98,5.0,4.89,4.88,f,1.35,"440080230099, TA-086-661-6320-01"
12230,48282770,Ocean-View - 47D Best Rates - Beautiful Remodeled,52042236,Cristina Villarin,2015-12-22,Wailea Ekahi 1 bedroom 2 bath ocean view unit. Second floor  unit (No Elevator)<br /><br />Family Friendly Resort on 34 acers of lush gardens.,within a day,86%,88%,t,Kihei/Wailea,118.0,"['email', 'phone', 'work_email']",t,t,Kihei-Makena,Maui,Entire rental unit,Entire home/apt,4,2.0,1.0,2.0,"[""Cooking basics"", ""Wifi"", ""Dishes and silverware"", ""Stove"", ""Kitchen"", ""Free parking on premises"", ""Washer"", ""Patio or balcony"", ""Dryer"", ""Hair dryer"", ""Refrigerator"", ""Air conditioning"", ""Mini fridge"", ""Dishwasher"", ""Essentials"", ""Barbecue utensils"", ""Freezer"", ""Microwave"", ""Toaster"", ""Backyard"", ""Pool""]",$299.00,1,1125,1,1125,3.1,249.5,13,13,41,301,14,2021-03-21,0,0,0.0,4.86,4.79,4.86,5.0,4.93,4.79,4.5,t,0.29,"210080650065, TA-069-165-0560-01"
12231,48283140,Private Ocean View Bungalow with two Queen Beds,12902911,Jeanne,2014-03-07,"Our Eco-Boutique Retreat offers a choice of 3 separate ocean view bungalows.  These elegant bungalows are decorated with turn-of -the-century-Hawaiian furniture.  Each bungalow has a large bathroom with a dining area and mini kitchen.  All bungalows have private balconies and chairs, overlooking the ocean.  Come experience how sustainability and elegant living co-exist in perfect harmony.",within a day,100%,93%,t,North Kohala,5.0,"['email', 'phone']",t,t,North Kohala,Hawaii,Room in boutique hotel,Private room,4,1.0,1.0,2.0,"[""Washer"", ""Essentials"", ""TV"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Shared hot tub"", ""Cooking basics"", ""Hair dryer"", ""Dedicated workspace"", ""Hangers"", ""Smoke alarm"", ""Gym"", ""Shampoo"", ""Host greets you"", ""Wifi"", ""Shared pool"", ""Breakfast""]",$550.00,2,31,2,31,2.0,31.0,25,42,59,275,4,2021-07-01,0,0,0.0,4.5,4.5,4.75,4.5,4.5,5.0,4.25,f,0.09,139285299201
12262,48302077,Largest lanai and outdoor space in Waikiki,336571796,Sarah,2020-02-16,Beautiful condo in Waikiki with panoramic views of Diamond Head Crater with the biggest outdoor space in Waikiki with a huge lanai.  In a quiet part of the city but only 1.5 blocks to the beach and Main Street Kalakaua Ave,within a day,100%,100%,f,Waikiki,2.0,"['email', 'phone']",t,t,Primary Urban Center,Honolulu,Entire condo,Entire home/apt,8,1.0,2.0,4.0,"[""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""Paid washer \u2013 In building"", ""BBQ grill"", ""Private entrance"", ""Dishes and silverware"", ""Stove"", ""Kitchen"", ""Smoke alarm"", ""Paid parking garage on premises \u2013 20 spaces"", ""Fire extinguisher"", ""Gym"", ""Outdoor dining area"", ""Hair dryer"", ""Paid dryer \u2013 In building"", ""Hot water kettle"", ""TV with standard cable"", ""Long term stays allowed"", ""Refrigerator"", ""Extra pillows and blankets"", ""Air conditioning"", ""Pets allowed"", ""Rice maker"", ""Hot water"", ""Carbon monoxide alarm"", ""Pack \u2019n play/Travel crib"", ""Bed linens"", ""Coffee maker: Keurig coffee machine"", ""Ethernet connection"", ""Iron"", ""Freezer"", ""Shared pool"", ""Heating"", ""Microwave"", ""Outdoor furniture"", ""Toaster"", ""Room-darkening shades"", ""Hangers"", ""First aid kit"", ""Private patio or balcony"", ""Shared sauna""]",$375.00,29,730,29,730,29.0,730.0,30,60,90,308,9,2021-03-10,1,58,21750.0,4.11,4.0,3.78,5.0,4.11,5.0,4.11,f,0.18,
12319,48468592,Three Tables Bungalow near Waimea Bay,275653666,Jamie,2019-07-12,"Three Tables Bungalow is a 1 bedroom/ 1 bathroom custom built, newly renovated & fully furnished unit with a private entrance and parking.  It is in a great location on the North Shore of Oahu in a safe & private residential cul-de-sac within walking distance to Three Tables, Waimea Bay, Sharks Cove & Pupukea Foodland. So close to all of the North Shore's best beaches & surf breaks and close to the bike path as well!<br />Maximum 2 guests.",within a day,100%,64%,t,North Shore,5.0,"['email', 'phone']",t,t,North Shore Oahu,Honolulu,Entire guest suite,Entire home/apt,2,1.0,1.0,1.0,"[""Coffee maker"", ""Freezer"", ""Garden view"", ""Wifi"", ""BBQ grill"", ""Private entrance"", ""Refrigerator"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Kitchen"", ""Toaster"", ""Free dryer \u2013 In unit"", ""Microwave"", ""Private patio or balcony"", ""Dishes and silverware"", ""Lockbox"", ""60 inch HDTV with Amazon Prime Video, Netflix, standard cable"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Free washer \u2013 In unit"", ""Private backyard \u2013 Not fully fenced"", ""Window AC unit"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Central air conditioning"", ""Self check-in""]",$202.00,30,90,30,90,30.0,90.0,0,0,10,61,6,2021-07-13,3,180,36360.0,5.0,5.0,4.67,5.0,5.0,5.0,4.83,f,0.13,"590040520000, TA-077-265-5104-01"
