,ID,nombre,ID_host,host_nombre,host_desde,descripción,tiempo_respuesta,tasa_respuesta,tasa_aceptación_host,superhost,host_vecindario,host_listados,host_contacto,host_foto_perfil,host_identidad_verif,vecindario,grupo_vecindario,tipo_propiedad,tipo_habitación,alojados,baños,recámaras,camas,amenidades,precio,min_noches,max_noches,min_min_noches,max_max_noches,prom_min_noches,prom_max_noches,disponibilidad_30,disponibilidad_60,disponibilidad_90,disponibilidad_365,num_reviews,primer_review,ly_reviews,ocupación_estimada_365,ganancia_estimada_365,calificación_general,cal_precisión,cal_limpieza,cal_check-in,cal_comunicación,cal_ubicación,cal_valor,agendado_instante,reviews_mes,licencia
25210,913961643307321907,Royal Sea Cliff 2 Bedroom,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,6,,2.0,,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",,2,365,2,365,2.0,365.0,30,60,72,72,0,,0,0,,,,,,,,,f,,
25211,913969228703572580,Mauna Loa 2 BR,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$250.00,2,365,2,365,2.0,365.0,30,60,78,78,0,,0,0,0.0,,,,,,,,f,,
25220,913980413650021636,Paniolo Greens 2 Bedroom,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,South Kohala,Hawaii,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Crib"", ""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""BBQ grill"", ""Hot tub"", ""Kitchen"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Fire extinguisher"", ""Hair dryer"", ""Hot water"", ""Essentials"", ""Carbon monoxide alarm"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""Heating"", ""Building staff"", ""Self check-in"", ""TV"", ""Hangers"", ""Exercise equipment"", ""Pool"", ""First aid kit"", ""Shampoo""]",$161.00,2,365,2,365,2.0,365.0,30,60,72,72,0,,0,0,0.0,,,,,,,,f,,
25270,914669471687503880,Kauai Beach Villas *1 Bedroom*,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,Lihue,Kauai,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Crib"", ""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""Beach access \u2013 Beachfront"", ""BBQ grill"", ""Hot tub"", ""Kitchen"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Fire extinguisher"", ""Outdoor dining area"", ""Hair dryer"", ""Fire pit"", ""Air conditioning"", ""Hot water"", ""Essentials"", ""Carbon monoxide alarm"", ""Outdoor shower"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""Heating"", ""Building staff"", ""Self check-in"", ""TV"", ""Hangers"", ""Pool"", ""First aid kit"", ""Shampoo""]",$189.00,2,365,2,365,2.0,365.0,30,60,72,72,1,2023-09-11,0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.05,"540050360006, TA-212-767-6928-01"
25271,914672269440580394,Luxurious 1 BR @ Kona Coast,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Crib"", ""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""BBQ grill"", ""Hot tub"", ""Kitchen"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Fire extinguisher"", ""Outdoor dining area"", ""Hair dryer"", ""Air conditioning"", ""Hot water"", ""Essentials"", ""Carbon monoxide alarm"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""Heating"", ""Building staff"", ""Self check-in"", ""TV"", ""Hangers"", ""Pool"", ""First aid kit"", ""Shampoo""]",$285.00,3,365,3,365,3.0,365.0,30,60,72,72,0,,0,0,0.0,,,,,,,,f,,
25272,914685813171850250,Makai Club 1 Bedroom,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Outdoor shower"", ""Kitchen"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$159.00,2,365,2,365,2.0,365.0,30,60,77,77,1,2023-12-24,0,0,0.0,4.0,3.0,5.0,4.0,5.0,5.0,4.0,f,0.07,"540050360006, TA-212-767-6928-01"
25273,914688769625842451,Paniolo Greens 2 BR,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,South Kohala,Hawaii,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$161.00,2,365,2,365,2.0,365.0,30,60,78,78,0,,0,0,0.0,,,,,,,,f,,
25274,914692099700622530,Stunning 2 BR @ Royal Sea Cliff,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$367.00,2,365,2,365,2.0,365.0,30,60,77,77,0,,0,0,0.0,,,,,,,,f,,
25275,914693713635314922,Mauna Loa 1BR Unit,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$169.00,2,365,2,365,2.0,365.0,30,60,78,78,1,2023-12-29,0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.07,
25292,914752264079130848,Mauna Loa Village 1BR,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$169.00,2,365,2,365,2.0,365.0,30,60,78,78,0,,0,0,0.0,,,,,,,,f,,
25333,918203792788630982,Royal Sea Cliff | 2 Bedroom,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$366.00,2,365,2,365,2.0,365.0,30,60,77,77,0,,0,0,0.0,,,,,,,,f,,
25335,918220591523093910,Paniolo Greens | 2 Bedroom,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,South Kohala,Hawaii,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Crib"", ""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""BBQ grill"", ""Hot tub"", ""Kitchen"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Fire extinguisher"", ""Hair dryer"", ""Hot water"", ""Essentials"", ""Carbon monoxide alarm"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""Heating"", ""Building staff"", ""Self check-in"", ""TV"", ""Hangers"", ""Exercise equipment"", ""Pool"", ""First aid kit"", ""Shampoo""]",$161.00,2,365,2,365,2.0,365.0,30,60,72,72,0,,0,0,0.0,,,,,,,,f,,
25336,918222657848271074,Kona Coast | 1 Bedroom,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$264.00,3,365,3,365,3.0,365.0,0,0,0,0,1,2024-01-23,1,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,0.07,
25337,918227361932743943,Mauna Loa | 2 Bedroom,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$199.00,2,365,2,365,2.0,365.0,0,0,0,0,0,,0,0,0.0,,,,,,,,f,,
25338,918237268699674373,Makai Club | 2 Bedroom,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Outdoor shower"", ""Kitchen"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$200.00,2,365,2,365,2.0,365.0,30,60,76,76,0,,0,0,0.0,,,,,,,,f,,"540050360006, TA-212-767-6928-01"
25348,918241466833139593,Kauai Beach Villas | 2 Bedroom,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,Lihue,Kauai,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Outdoor shower"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$220.00,2,365,2,365,2.0,365.0,30,60,71,71,0,,0,0,0.0,,,,,,,,f,,"540050360006, TA-212-767-6928-01"
25369,916623945805294007,Kauai Beach Villas 1 BR / *close to Airport!*,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,Lihue,Kauai,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Crib"", ""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""Beach access \u2013 Beachfront"", ""BBQ grill"", ""Hot tub"", ""Kitchen"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Fire extinguisher"", ""Outdoor dining area"", ""Hair dryer"", ""Fire pit"", ""Air conditioning"", ""Hot water"", ""Essentials"", ""Carbon monoxide alarm"", ""Outdoor shower"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""Heating"", ""Building staff"", ""Self check-in"", ""TV"", ""Hangers"", ""Pool"", ""First aid kit"", ""Shampoo""]",$189.00,2,365,2,365,2.0,365.0,30,60,72,72,0,,0,0,0.0,,,,,,,,f,,"540050360006, TA-212-767-6928-01"
25370,916634145033184828,Kona Coast *1 Bedroom*,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$293.00,3,365,3,365,3.0,365.0,30,60,77,77,0,,0,0,0.0,,,,,,,,f,,
25371,916639572405531154,Club Makai 1 BR,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Shore Kauai,Kauai,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Outdoor shower"", ""Kitchen"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$159.00,2,365,2,365,2.0,365.0,30,60,76,76,0,,0,0,0.0,,,,,,,,f,,"540050360006, TA-212-767-6928-01"
25373,918818697788469880,Kauai Beach Villas | 2 Bedroom,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,Lihue,Kauai,Entire rental unit,Entire home/apt,6,,2.0,,"[""Crib"", ""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""Beach access \u2013 Beachfront"", ""BBQ grill"", ""Hot tub"", ""Kitchen"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Fire extinguisher"", ""Outdoor dining area"", ""Hair dryer"", ""Fire pit"", ""Air conditioning"", ""Hot water"", ""Essentials"", ""Carbon monoxide alarm"", ""Outdoor shower"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""Heating"", ""Building staff"", ""Self check-in"", ""TV"", ""Hangers"", ""Pool"", ""First aid kit"", ""Shampoo""]",,2,365,2,365,2.0,365.0,30,60,72,72,0,,0,0,,,,,,,,,f,,"540050360006, TA-212-767-6928-01"
25374,918822199633107107,Mauna Loa Village | 2 Bedroom,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$199.00,2,365,2,365,2.0,365.0,30,60,75,75,0,,0,0,0.0,,,,,,,,f,,
25383,916643303062788444,Paniolo Greens 2BR,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,South Kohala,Hawaii,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$161.00,2,365,2,365,2.0,365.0,30,60,78,78,0,,0,0,0.0,,,,,,,,f,,
25384,916664266221689378,Royal Sea Cliff 2 BR Unit,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$364.00,2,365,2,365,2.0,365.0,30,60,77,77,0,,0,0,0.0,,,,,,,,f,,
25395,918970073577795858,Kona Coast | 2 Bedroom,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$369.00,2,365,2,365,2.0,365.0,30,60,77,77,0,,0,0,0.0,,,,,,,,f,,
25434,920196043840091830,Paniolo Greens 2BR/2BA,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,South Kohala,Hawaii,Entire rental unit,Entire home/apt,6,,2.0,,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",,2,365,2,365,2.0,365.0,28,58,70,70,0,,0,0,,,,,,,,,f,,
25436,920202933779960508,Kauai Beach Villas *Lagoon View* 2BR,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,Lihue,Kauai,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Beach access \u2013 Beachfront"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Outdoor shower"", ""Kitchen"", ""Outdoor dining area"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Fire pit"", ""Self check-in""]",$274.00,2,365,2,365,2.0,365.0,30,60,71,71,0,,0,0,0.0,,,,,,,,f,,"540050360006, TA-212-767-6928-01"
25437,920205867408168044,Beachboy | 1 Bedroom,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,Kapaa-Wailua,Kauai,Entire rental unit,Entire home/apt,4,1.0,1.0,2.0,"[""Crib"", ""Cooking basics"", ""Wifi"", ""Dedicated workspace"", ""Beach access \u2013 Beachfront"", ""BBQ grill"", ""Hot tub"", ""Kitchen"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Smoke alarm"", ""Washer"", ""Fire extinguisher"", ""Outdoor dining area"", ""Hair dryer"", ""Fire pit"", ""Air conditioning"", ""Hot water"", ""Essentials"", ""Carbon monoxide alarm"", ""Pack \u2019n play/Travel crib"", ""Iron"", ""Heating"", ""Building staff"", ""Self check-in"", ""TV"", ""Hangers"", ""Exercise equipment"", ""Pool"", ""First aid kit"", ""Shampoo""]",$250.00,3,365,3,365,3.0,365.0,30,60,72,72,0,,0,0,0.0,,,,,,,,f,,"540050360006, TA-212-767-6928-01"
25440,919545451876928124,Mauna Loa - 2 Bedroom,240078487,Steven,2019-01-30,Take it easy at this unique and tranquil getaway.,within a few hours,98%,19%,t,Waikiki,512.0,"['email', 'phone']",t,t,North Kona,Hawaii,Entire rental unit,Entire home/apt,6,2.0,2.0,3.0,"[""Heating"", ""Hair dryer"", ""Pool"", ""Wifi"", ""BBQ grill"", ""Hot tub"", ""Pack \u2019n play/Travel crib"", ""Essentials"", ""Luggage dropoff allowed"", ""Hot water"", ""Building staff"", ""Kitchen"", ""Iron"", ""Crib"", ""Washer"", ""TV"", ""First aid kit"", ""Cooking basics"", ""Dedicated workspace"", ""Air conditioning"", ""Fire extinguisher"", ""Exercise equipment"", ""Shampoo"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Hangers"", ""Smoke alarm"", ""Self check-in""]",$233.00,2,365,2,365,2.0,365.0,30,60,71,71,2,2024-01-07,2,0,0.0,5.0,4.5,5.0,5.0,5.0,4.5,5.0,f,0.14,
